cmdType,cmdSignature,text
text,BAT:StatusPanel:Added:Tough," has become Sturdy!"
text,BAT:StatusPanel:Removed:Tough,'s Sturdiness fades!
text,BAT:StatusPanel:Added:Vilified," has been Vilified!"
text,BAT:StatusPanel:Removed:Vilified," is no longer Vilified!"
text,BAT:StatusPanel:Added:Weak," has become Weak!"
text,BAT:StatusPanel:Removed:Weak," is no longer Weak!"
text,BAT:StatusPanel:Added:Wisdom," is Clever!"
text,BAT:StatusPanel:Removed:Wisdom," is no longer Clever!"
text,StatusPanel:Condition:None,Pure
text,StatusPanel:Condition:Asleep,Asleep
text,StatusPanel:Condition:Blinded,Blind
text,StatusPanel:Condition:Furious,Furious
text,StatusPanel:Condition:Posion,Poisoned
text,Stat:Name,Name
text,Stat:Class,Class
text,Stat:Nickname,Nickname
text,Stat:State,State
text,Stat:Level,Lv
text,Stat:XP,XP
text,Stat:HP,HP
text,Stat:CC,CC
text,Stat:Attack,Attack
text,Stat:Defense,Defense
text,Stat:Esprit,Esprit
text,Stat:Agility,Agility
text,CharacterName:TheBatter,The Batter
text,CharacterName:Alpha,Alpha
text,CharacterName:Omega,Omega
text,CharacterName:Epsilon,Epsilon
text,CharacterName:Boxxer,Boxxer
text,CharacterName:TheJudge,The Judge
text,CharacterClass:Savior,Savior
text,CharacterClass:Father,Father
text,CharacterClass:Son,Son
text,CharacterClass:HolySpirit,Holy Spirit
text,CharacterTitle:Purifier,Purifier
text,CharacterTitle:Add-On1,Add-On [I]
text,CharacterTitle:Add-On2,Add-On [II]
text,CharacterTitle:Add-On3,Add-On [III]
text,CharacterTitle:Superhero,Superhero
text,CharacterTitle:Guardian,Guardian
text,EquipmentSlotName:Offensive,Offensive
text,EquipmentSlotName:Defensive1,Defensive 1
text,EquipmentSlotName:Defensive2,Defensive 2
text,EquipmentSlotName:Defensive3,Defensive 3
text,EquipmentSlotName:Special,Special
text,Locale:English,English
text,Locale:French,French
text,ScreenScaling:PixelPerfect,Pixel Perfect
text,ScreenScaling:FillScreen,Fill Screen
text,Skill:Name:BasicAttack,Basic Attack
text,Skill:Name:Defend,Defend
text,Skill:Name:BoxxPunch,Boxx Punch
text,Skill:Name:BoxxKick,Boxx Kick
text,Skill:Name:BoxxPower,Boxx Power
text,Skill:Name:BoxxBomb,Boxx Bomb
text,Skill:Name:SaturatedString,Saturated String
text,Skill:Name:ConvertedString,Converted String
text,Skill:Name:LongString,Long String
text,Skill:Name:CompleteString,Complete String
text,Skill:Name:ExpectedBracket,Expected Bracket
text,Skill:Name:RequisiteBracket,Requisite Bracket
text,Skill:Name:OpenBracket,Open Bracket
text,Skill:Name:ImpossibleBracket,Impossible Bracket
text,Skill:Name:InstaKill,InstaKill
text,Skill:Name:RunWithCourage,Run with Courage
text,Skill:Name:RunWithGrace,Run with Grace
text,Skill:Name:RunWithDementia,Run with Dementia
text,Skill:Name:RunWithBelief,Run with Faith
text,Skill:Name:FuriousHomerun,Furious Home Run
text,Skill:Name:SpecialHomerun,Special Home Run
text,Skill:Name:MagicHomerun,Magic Home Run
text,Skill:Name:UltimateHomerun,Ultimate Home Run
text,Skill:Name:SaveFirstBase,Save First Base
text,Skill:Name:SaveSecondBase,Save Second Base
text,Skill:Name:SaveThirdBase,Save Third Base
text,Skill:Name:SaveFourthBase,Save Fourth Base
text,Skill:Name:SaveSecretBase,Save Secret Base
text,Skill:Name:InversePerspective,Inverse Perspective
text,Skill:Name:OverdonePerspective,Exaggerated Perspective
text,Skill:Name:FrontalPerspective,Frontal Perspective
text,Skill:Name:MultiplePerspective,Multiple Perspective
text,Skill:Name:OptimisedBlur,Optimized Blur
text,Skill:Name:PhotographicBlur,Photographic Blur
text,Skill:Name:GaussianBlur,Gaussian Blur
text,Skill:Name:RadialBlur,Radial Blur
text,Skill:Name:HourHand,Hour Hand
text,Skill:Name:AbstractTragedy,Abstract Tragedy
text,Skill:Name:BaroqueDrama,Baroque Drama
text,Skill:Name:ClassicDrama,Classical Drama
text,Skill:Name:CubistTragedy,Cubist Tragedy
text,Skill:Name:ExperiencedDrama,Experienced Drama
text,Skill:Name:FauvesticTragedy,Fauvist Tragedy
text,Skill:Name:SurrealistTragedy,Surrealist Tragedy
text,Skill:Name:UnrevokableDrama,Irrevocable Drama
text,Skill:Name:HourHand,Hour Hand
text,Skill:Name:MinuteHand,Minute Hand
text,Skill:Name:SweepHand,Sweep Hand
text,Skill:Name:ChronicMigraine,Chronic Migraine
text,Skill:Name:PartieQuarree,Partie Quarrée
text,Skill:Name:Swing,Swing
text,Skill:Name:DomesticSocket,Domestic Socket
text,Skill:Name:Heaven'sSmile,Heaven's Smile
text,Skill:Name:DoNothing,Do Nothing
text,Skill:Name:HalfPast,Half Past
text,Skill:Name:HeavySilence,Heavy Silence
text,Skill:Name:MurmurOfTheFlies,Murmur of the Flies
text,Skill:Name:Soprano,Soprano
text,Skill:Name:DramaticImpact,Dramatic Impact
text,Skill:Name:Warble,Warble
text,Skill:Name:Refrain,Refrain
text,Skill:Name:Alto,Alto
text,Skill:Name:Tenor,Tenor
text,Skill:Name:HeadVoice,Head Voice
text,Skill:Name:Flourish,Flourish
text,Skill:Name:VerdantBonds,Verdant Bonds
text,Skill:Name:Famine,Famine
text,Skill:Name:IrrationalBehavior,Irrational Behavior
text,Skill:Name:ReturnToLimbo,Return to Limbo
text,Skill:Name:MagicAmnesia,Magic Amnesia
text,Skill:Name:ImmediateForfeiture,Immediate Forfeiture
text,Skill:Name:InhumanDecadence,Inhuman Decadence
text,Skill:Name:DanceOfTheNails,Dance of the Nails
text,Skill:Name:SwanDive,Swan Dive
text,Skill:Name:HastyJudgement,Hasty Judgement
text,Skill:Name:LoveGame,Love Game
text,Skill:Name:AspiratingSuzerain,Aspirating Suzerain
text,Skill:Name:BallGun,Ball Gun
text,Skill:Name:BallRay,Ball Ray
text,Skill:Name:HELP,???
text,Skill:Name:DramaticIrony,Dramatic Irony
text,Skill:Name:DramaticCrescendo,Dramatic Crescendo
text,Skill:Name:IncitingIncident,Inciting Incident
text,Skill:Name:LawOfCausality,Law of Causality
text,Skill:Name:Climax,Climax
text,Skill:Name:SpurredMoment,Spurred Moment
text,Skill:Name:AltoClef,Alto Clef
text,Skill:Name:TrebleClef,Treble Clef
text,Skill:Name:MajorChord,Major Chord
text,Skill:Name:MinorChord,Diminished Chord
text,Skill:Name:ShortSilence,Brief Silence
text,Skill:Name:LongSilence,Long Silence
text,Skill:Name:CastlingKing,Kingside Castle
text,Skill:Name:CastlingQueen,Queenside Castle
text,Skill:Name:FoolsMate,Fool's Mate
text,Skill:Name:ImmortalAnderssen,Immortal Anderssen
text,Skill:Name:MirrorPlay,Mirror Play
text,Skill:Name:ScholarsMate,Scholar's Mate
text,Skill:Name:WhiteFianchetto,White Fianchetto
text,Skill:Name:AneurysmRupture,Ruptured Aneurysm
text,Skill:Name:AtypicalSclerosis,Atypical Sclerosis
text,Skill:Name:ConnivingAneurysm,Conniving Aneurysm
text,Skill:Name:CriticalAneurysm,Critical Aneurysm
text,Skill:Name:MalignantAneurysm,Malignant Aneurysm
text,Skill:Name:PurulentSclerosis,Purulent Sclerosis
text,Skill:Name:StaggeringSclerosis,Staggering Sclerosis
text,Skill:Name:UnknownSclerosis,Unknown Sclerosis
text,Skill:Name:QuatreQuarts,Quatre-Quarts
text,Skill:Name:HardbittenCaramel,Caramel Dur
text,Skill:Name:MilleFeuilles,Mille-Feuilles
text,Skill:Name:DameBlanche,Dame Blanche
text,Skill:Name:ParfaitauChocolat,Parfait au Chocolat
text,Skill:Name:SickMask,Sick Mask
text,Skill:Name:BlindMask,Blind Mask
text,Skill:Name:Loose Mask,Loose Mask
text,Skill:Name:EmpatheticMask,Empathetic Mask
text,Skill:Name:UnstablePurity,Unstable Purity
text,Skill:Name:EntropicPiety,Entropic Piety
text,Skill:Name:ClamorClaws,Clamor Claws
text,Skill:Name:Vilify,Vilify
text,Skill:Name:Subterfuge,Subterfuge
text,Skill:Name:Fib,Fib
text,Skill:Name:Hoax,Hoax
text,Skill:Name:RedHerring,Red Herring
text,Skill:Name:DeceptiveInquiry,Deceptive Inquiry
text,Skill:Name:Smokescreen,Smokescreen
text,Skill:Name:Facade,Façade
text,Skill:Name:AionsGaze,History of the Future
text,Skill:Name:ApollosGift,Paleolithic Memory
text,Skill:Name:HadesRage,Ionosphere
text,Skill:Name:MelposTears,Rearrangement of Solid Objects
text,Skill:Name:OizysLament,Advent of the Corrupted Era
text,Skill:Name:ThaliasSmile,Conjugate Auroras
text,Skill:Name:SelfDestruct,Self-Destruct
text,Skill:Description:BasicAttack,
text,Skill:Description:Defend,Take less damage.
text,Skill:Description:SaturatedString,Special attack with low impact.
text,Skill:Description:ConvertedString,Special attack with average impact.
text,Skill:Description:LongString,Special attack with considerable impact.
text,Skill:Description:CompleteString,Special attack with incredible impact.
text,Skill:Description:ExpectedBracket,Special attack inflicting Poison. Minimal impact.
text,Skill:Description:RequisiteBracket,Special attack inflicting Blindness. Minimal impact.
text,Skill:Description:OpenBracket,Special attack inflicting Muteness. Minimal impact.
text,Skill:Description:ImpossibleBracket,Special attack inflicting Palsy. Minimal impact.
text,Skill:Description:InstaKill,Deal max damage to all enemies.
text,Skill:Description:RunWithCourage,Special attack of the Metal element. Low impact.
text,Skill:Description:RunWithGrace,Special attack of the Plastic element. Average impact.
text,Skill:Description:RunWithDementia,Special attack of the Smoke element. Considerable impact.
text,Skill:Description:RunWithBelief,Special attack of the Meat element. Cataclysmic impact.
text,Skill:Description:FuriousHomerun,Special attack with low impact.
text,Skill:Description:SpecialHomerun,Special attack with average impact.
text,Skill:Description:MagicHomerun,Special attack with considerable impact.
text,Skill:Description:UltimateHomerun,Special attack with cataclysmic impact.
text,Skill:Description:SaveFirstBase,Restores some HP to an ally.
text,Skill:Description:SaveSecondBase,Restores a lot of HP to an ally.
text,Skill:Description:SaveThirdBase,Restores some HP to the whole party.
text,Skill:Description:SaveFourthBase,Revives an ally.
text,Skill:Description:SaveSecretBase,Restores a lot of HP to the whole party.
text,Skill:Description:InversePerspective,Cures Blindness//Muteness.
text,Skill:Description:OverdonePerspective,Cures Poison//Sleep.
text,Skill:Description:FrontalPerspective,Cures Fury//Madness//Palsy.
text,Skill:Description:MultiplePerspective,Revives an ally.
text,Skill:Description:OptimisedBlur,Special attack with random impact.
text,Skill:Description:PhotographicBlur,Special attack that ignores defense.
text,Skill:Description:GaussianBlur,Special attack of a random element. Average impact.
text,Skill:Description:RadialBlur,Inflicts a random status effect. Considerable impact.
text,Skill:Description:AbstractTragedy,Special attack with average impact. Hits all foes.
text,Skill:Description:BaroqueDrama,Lightly increases an ally's defense.
text,Skill:Description:ClassicDrama,Lightly increases an ally's attack.
text,Skill:Description:CubistTragedy,Special attack with considerable impact. Hits all foes.
text,Skill:Description:ExperiencedDrama,Lightly increases an ally's intelligence.
text,Skill:Description:FauvesticTragedy,"Special attack with multiple, incredible impacts."
text,Skill:Description:SurrealistTragedy,Special attack with low impact. Hits all foes.
text,Skill:Description:UnrevokableDrama,Lightly increases an ally's agility.
text,Skill:Description:AneurysmRupture,Special attack with incredible impact.
text,Skill:Description:AtypicalSclerosis,Special attack inflicting Blindness.
text,Skill:Description:ConnivingAneurysm,Special attack with low impact.
text,Skill:Description:CriticalAneurysm,Special attack with considerable impact.
text,Skill:Description:MalignantAneurysm,Special attack with average impact.
text,Skill:Description:PurulentSclerosis,Special attack inflicting Poison.
text,Skill:Description:StaggeringSclerosis,Special attack inflicting Palsy.
text,Skill:Description:UnknownSclerosis,Special attack inflicting Muteness.
text,Image:B1A,"The history of the three Guardians chosen by the Queen to rule over the Zones, islets of li    n the Not   gness of this world.

The f      Dedan, was   ll and sh rt-t  pe  d. His iron will and body of ste l guaranteed him suprem    ign over his Zone. 

The s cond        , was k nd and   ner  s.   way   smil ng be    antly        d b     , he was vi           ti        wor                 o   cre se the se       of   s su  ects 
"
text,Image:B1B,"The third, Eno    was co d and jus    e prod         ft  e  ment in hi                is   bjects grew ad                    al su           pp      dis    ec  d fro   eality. 

Arcane  e ends t  l of a Que n w   li e  at h       er      e in t                            to d st         o      ey t       es       d  So   s y she is b auti         t   heart of th              e      rt in she'  i           f co  se a l of th s is on         ss specul"
text,Image:B2A,"The history of the three Guardians chosen by the Queen to rule over the Zones, islets of life in the Nothingness of this world.

The fi             a  t ll and short-temp  ed.          will and                              sup     reign    r his Zone. 

The seco         t, was kind and generous       s smiling benign  tly        d b     , he was          and           work                    crease the se          h      jects.
"
text,Image:B2B,"      ird, En  h,  as cold and  s               a       ele  nt    his Z                   jects   ew      ted to               ub                       onnec               y. 

 rcane legends tell of a Queen   o lives                  ide in   e Room, creat         oms to           e                 elv    r                                        e                   o                                   O      s           is          ase 
"
text,Image:B3A,"Th   i         the three             osen by the Queen to rule      the Zo   , islets of life in the N            f t        d.

Th  firs      an,     tall and s     te    ed.      ro  will a                        e d     s  reme                Zone. 

The second  Japhet, was kind and ge         lways s       be    antly    l ved b       he wa  vigo ou                w            ant      increase               f his       ts.
"
text,Image:B3B,"The third, Enoch, was cold and j        produced   f     element i                        ubjects g  w ad   te  to    s m gical        ce               c                    y  

Arcane legends tell o  a Queen who   ve  at her   ther        in th          eat           s to d                      t e              d           sh                     he    r  o      sun              e           in                                   n    se           a 
"
text,Image:B4A,"The hi    y     he thre  G      n                Queen t    l                    let  o  l           N         s    this

Th firs          was          sh                     n will an                                             ove his Zone. 

The second, J           kind and gener              iling be                            e was                        wor          a  ly    inc   se the se        f
"
text,Image:B4B,"The third, E  ch  was cold and j st. H        ed    if      ment i                           cts g                  is  a            n              d

A ca    egends      of a Queen w  liv s at he  father's side in the Room   re         ntoms  o de troy      world            l                   a  s        auti                rt                             in s                    ourse        t          y           s 
"
text,Image:bouquin1,"So, drawing down the last of his waning strength, he created the library, more beautiful now than it had ever been. As it pierced the noxious clouds in the sky, he took his place,

		1				<color=yellow>4</color>"
text,Image:bouquin2,"He had done everything for them, this most benevolent protector. He had given them peace, security and endless diversion; all this in a single burst of generosity

		2				<color=yellow>9</color>"
text,Image:bouquin3,"For some time all was well, and his subjects enjoyed the world he'd made them with a child's carefree innocence. They ran through the streets, enchanted by so many

		3				<color=yellow>9</color>"
text,Image:bouquin4,"But the dynamics of this world soon tipped over into madness. The people forgot their joys, spiraling into fear and unfounded worries. No longer were they

		4				<color=yellow>7</color>"
text,Image:bouquin5,"As for the Firebird, he wept upon his lonesome throne, heartbroken by the oblivion into which his subjects had plunged him. Forgetting all else, they had time now only for their fears.

		5				<color=yellow>1</color>"
text,Image:bouquin6,"And so, the Firebird became a cat, and the cat became a tyrant. Carried away by his wrath and sorrow, he rained upon his subjects a gale of nefarious spirits. His madness blinded him to

		6				<color=yellow>6</color>"
text,Image:bouquin7,"So as the specters destroyed for him the world he had himself created, he sought refuge at the summit of his most magnificent creation, the great library of Bismark

		7				<color=yellow>4</color>"
text,Image:bouquin8,"All that remained was to await the purifier, the man who would rise up to destroy him. For in the pit of his soul, he knew it: What he had done was evil. 

The End.

		8				<color=yellow>0</color>"
text,Image:indicsnes,"(important clues to note)

ZACHARIE
THE BATTER
THE DIRECTOR
THE JUDGE"
text,Image:livre1,"and swarming so in the belly of the world, the seven hundred thousand worm-children of sin gnaw at the order imposed by the queen, menacing her gentle rule. They are physical manifestations on this world of the sinister acts of the evil one. Lost forever in their sickly madness, they are beyond help and beyond death. Only the queen herself, in the final battle, will annihilate the miasmic force of the worm-children. 

Chapter 2: Of the Apocalypse and the Dark Liches

No different is the fate of all souls banished for their sins. They will be tortured eternally by the accursed horde of black liches that are found there in "
text,Image:livre2,"for afterward she appointed three Guardians, responsible for watching over the zones. The Firebird was installed as Lord of the second zone, the eternal city of Bismark. He was the tallest, the most beautiful, the most just. "
text,Image:livre4,I have run out of oxygen
text,Image:livre5,"The Story of the Toad King

A long time ago there lived an evil king. His face was so repulsive that he was known as the Toad King. One fine day a masked man presented himself at court and spoke these words: “Good day, wicked ruler. Go from here, and leave your people in peace, or taste the blade of my sword.”

The king replied, “I am the king, and you are my subjects. It is not for you to oppose my will.” So the masked man raised his sword and slew the king.

The End"
text,Image:livre7,"Index

- Introduction
- The creation of the modern world
- The guardians
- The Queen and her son
- The four zones
- Zone 0
- The Toad King and the merchant
- Appendix
- Glossary
- Author's notes"
text,Battle:Attack,Attack
text,Battle:Competence,Competence
text,Battle:Item,Objects
text,Battle:Defend,Defend
text,Battle:XPEarned1Char,%actor1 gained %exp XP.
text,Battle:XPEarned2Char,%actor1 and %actor2 gained %exp XP.
text,Battle:XPEarned3Char,"%actor1, %actor2, and %actor3 gained %exp XP."
text,Battle:XPEarned4Char,"%actor1, %actor2, %actor3, and %actor4 gained %exp XP."
text,Battle:XPEarnedManyChar,The party gained %exp XP.
text,Battle:LevelUp,%actor leveled up! Now level %level.
text,Battle:EarnedMoney,%money cr. received.
text,Battle:Got1Item,%itemname received.
text,Battle:GotMultipleItems,%qtyX %itemnames received.
text,Battle:YouWin,ADVERSARIES PURIFIED
text,Battle:YouLose,PURIFICATION FAILED
text,Battle:Started,Purification in progress...
text,Battle:Attack:DoesNothing,%actor does nothing!
text,Battle:Attack:BasicAttack,%actor attacks!
text,Battle:Attack:Defend,%actor takes a defensive stance!
text,Battle:Attack:CantMove,%actor cannot move!
text,Battle:Attack:Competence,%actor used %move!
text,Battle:Attack:TookDamage,%actor took %amt HP.
text,Battle:Attack:TookNegativeDamage,%actor was healed %amt HP.
text,Battle:Attack:AionsGaze,%actor watches %target with great interest.
text,Battle:Attack:ApollosGift,%actor grants %target a boon!
text,Battle:Status:Asleep:UnitText,Sleep!
text,Battle:Status:Asleep:UnitTextCured,Sleep Cured!
text,Battle:Status:Asleep:BattleText,%actor fell Asleep!
text,Battle:Status:Asleep:BattleTextCured,%actor woke up.
text,Battle:Status:Asleep:Name,SLEEP
text,Battle:Status:Blinded:UnitText,Blinded!
text,Battle:Status:Blinded:UnitTextCured,Blind Cured!
text,Battle:Status:Blinded:BattleText,%actor is Blinded!
text,Battle:Status:Blinded:BattleTextCured,%actor is no longer Blinded!
text,Battle:Status:Blinded:Name,BLIND
text,Battle:Status:Confused:UnitText,Confused!
text,Battle:Status:Confused:UnitTextCured,Confused Cured!
text,Battle:Status:Confused:BattleText,%actor is Confused!
text,Battle:Status:Confused:BattleTextCured,%actor snapped out of it!
text,Battle:Status:Confused:Name,CONFUSE
text,Battle:Status:Defamation:UnitText,Defamed!
text,Battle:Status:Defamation:UnitTextCuredOld,Defame Cured!
text,Battle:Status:Defamation:BattleText,%actor is being Defamed!
text,Battle:Status:Defamation:BattleTextCured,%actor didn't beat the accusations!
text,Battle:Status:Defamation:Name,DEFAME
text,Battle:Status:EnochSerious:UnitText,Serious!
text,Battle:Status:EnochSerious:UnitTextCured,Tired!
text,Battle:Status:EnochSerious:BattleText,%actor is getting Serious!
text,Battle:Status:EnochSerious:BattleTextCured,%actor is Tired.
text,Battle:Status:EnochSerious:Name,SERIOUS!
text,Battle:Status:Frail:UnitText,Frail!
text,Battle:Status:Frail:UnitTextCured,Frail Cured!
text,Battle:Status:Frail:BattleText,%actor is Frail!
text,Battle:Status:Frail:BattleTextCured,%actor is no longer Frail.
text,Battle:Status:Frail:Name,FRAIL
text,Battle:Status:Furious:UnitText,Furious!
text,Battle:Status:Furious:UnitTextCured,Calm.
text,Battle:Status:Furious:BattleText,%actor is Furious!
text,Battle:Status:Furious:BattleTextCured,%actor is no longer Furious!
text,Battle:Status:Furious:Name,FURY
text,Battle:Status:Hasty:UnitText,Hasty!
text,Battle:Status:Hasty:UnitTextCured,Hasty Fades!
text,Battle:Status:Hasty:BattleText,%actor is Hasty!
text,Battle:Status:Hasty:BattleTextCured,%actor has slowed down!
text,Battle:Status:Hasty:Name,HASTY
text,Battle:Status:Impure:UnitText,Impure!
text,Battle:Status:Impure:UnitTextCured,Impure cured!
text,Battle:Status:Impure:BattleText,%actor has become Impured!
text,Battle:Status:Impure:BattleTextCured,%actor is purified!
text,Battle:Status:Impure:Name,IMPURE
text,Battle:Status:Madness:UnitText,Madness!
text,Battle:Status:Madness:UnitTextCured,Madness Cured!
text,Battle:Status:Madness:BattleText,%actor is overcome by Madness!
text,Battle:Status:Madness:BattleTextCured,%actor regains their composure!
text,Battle:Status:Madness:Name,MAD
text,Battle:Status:Muted:UnitText,Muted!
text,Battle:Status:Muted:UnitTextCured,Mute cured!
text,Battle:Status:Muted:BattleText,%actor has been Muted!
text,Battle:Status:Muted:BattleTextCured,%actor is no longer Muted!
text,Battle:Status:Muted:Name,MUTE
text,Battle:Status:Palsied:UnitText,Palsied!
text,Battle:Status:Palsied:UnitTextCured,Palsied cured!
text,Battle:Status:Palsied:BattleText,%actor has become Palsied!
text,Battle:Status:Palsied:BattleTextCured,%actor is no longer Palsied.
text,Battle:Status:Palsied:Name,PALSIED
text,Battle:Status:Palsied:UnitTextOnTurn,Can't move...
text,Battle:Status:Palsied:BattleTextOnTurn,%actor cannot move!
text,Battle:Status:Poison:UnitText,Poisoned!
text,Battle:Status:Poison:UnitTextCured,Poison cured!
text,Battle:Status:Poison:BattleText,%actor is Poisoned!
text,Battle:Status:Poison:BattleTextCured,%actor recovered from Poison!
text,Battle:Status:Poison:Name,POISON
text,Battle:Status:Strength:UnitText,Strength!
text,Battle:Status:Strength:UnitTextCured,Strength fades!
text,Battle:Status:Strength:BattleText,%actor has Strength!
text,Battle:Status:Strength:BattleTextCured,%actor's Strength fades.
text,Battle:Status:Strength:Name,STRENGTH
text,Battle:Status:Tough:UnitText,Sturdy!
text,Battle:Status:Tough:UnitTextCured,Sturdy fades!
text,Battle:Status:Tough:BattleText,%actor has become Sturdy!
text,Battle:Status:Tough:BattleTextCured,%actor's Sturdiness fades!
text,Battle:Status:Tough:Name,STURDY
text,Battle:Status:Vilified:UnitText,Vilified!
text,Battle:Status:Vilified:UnitTextCured,Vilified cured!
text,Battle:Status:Vilified:BattleText,%actor has been Vilified!
text,Battle:Status:Vilified:BattleTextCured,%actor is no longer Vilified!
text,Battle:Status:Vilified:Name,VILIFY
text,Battle:Status:Weak:UnitText,Weak!
text,Battle:Status:Weak:UnitTextCured,Weak cured!
text,Battle:Status:Weak:BattleText,%actor has become Weak!
text,Battle:Status:Weak:BattleTextCured,%actor is no longer Weak!
text,Battle:Status:Weak:Name,WEAK
text,Battle:Status:Wisdom:UnitText,Clever!
text,Battle:Status:Wisdom:UnitTextCured,Clever fades!
text,Battle:Status:Wisdom:BattleText,%actor is Clever!
text,Battle:Status:Wisdom:BattleTextCured,%actor's is no longer Clever!
text,Battle:Status:Wisdom:Name,CLEVER
item plural name,1:Luck ticket:item,Luck Tickets
item plural name,2:Fortune ticket:item,Fortune Tickets
item plural name,3:Silver flesh:item,Silver Flesh
item plural name,4:Golden flesh:item,Golden Flesh
item plural name,5:Joker:item,Jokers
item plural name,6:Moloch's meat:item,Moloch's Meat
item plural name,7:Belial's meat:item,Belial's Meat
item plural name,8:Abaddon's meat:item,Abaddon's Meat
item plural name,10:Taurus-orb:item,Taurus Orbs
item plural name,11:Libra-orb:item,Libra Orbs
item plural name,12:Scorpio-orb:item,Scorpio Orbs
item plural name,13:Gemini-orb:item,Gemini Orbs
item plural name,14:Capricorn-orb:item,Capricorn Orbs
item plural name,15:Virgo-orb:item,Virgo Orbs
item plural name,17:Harold Bat:item,Harold Bats
item plural name,18:Masashi Bat:item,Masashi Bats
item plural name,19:Emmanuel Bat:item,Emmanuel Bats
item plural name,20:Michael Bat:item,Michael Bats
item plural name,21:Yoshihiro Bat:item,Yoshihiro Bats
item plural name,22:Lewis Bat:item,Lewis Bats
item plural name,23:Katsuhiro Bat:item,Katsuhiro Bats
item plural name,24:Ashley Bat:item,Ashley Bats
item plural name,26:Audacious Symbol:item,Audacious Symbols
item plural name,27:Persistant Symbol:item,Persistent Symbols
item plural name,28:Choleric Symbol:item,Choleric Symbols
item plural name,29:Battlesome Symbol:item,Battlesome Symbols
item plural name,30:Loyal Symbol:item,Loyal Symbols
item plural name,31:Solid Symbol:item,Solid Symbols
item plural name,32:Vengeful Symbol:item,Vengeful Symbols
item plural name,33:Hidden Symbol:item,Hidden Symbols
item plural name,34:Fast Symbol:item,Fast Symbols
item plural name,35:Aggressive Symbol:item,Aggressive Symbols
item plural name,36:Silent Symbol:item,Silent Symbols
item plural name,37:Luminous Symbol:item,Luminous Symbols
item plural name,38:Boastful Symbol:item,Boastful Symbols
item plural name,39:Mysterious Symbol:item,Mysterious Symbols
item plural name,40:Temperamental Symbol:item,Temperamental Symbols
item plural name,41:Bleeding Symbol:item,Bleeding Symbols
item plural name,42:Perfect Symbol:item,Perfect Symbols
item plural name,44:Aura of Justice:item,Auras of Justice
item plural name,45:Aura of Fear:item,Auras of Fear
item plural name,46:Aura of Perception:item,Auras of Perception
item plural name,47:Aura of Greatness:item,Auras of Greatness
item plural name,48:Aura of Clairvoyance:item,Auras of Clairvoyance
item plural name,49:Aura of Tenacity:item,Auras of Tenacity
item plural name,50:Aura of Lunacy:item,Auras of Lunacy
item plural name,51:Aura of Power:item,Auras of Power
item plural name,53:Nicolas Tunic:item,Nicolas Tunics
item plural name,54:David Tunic:item,David Tunics
item plural name,55:Min-Woo Tunic:item,Min-Woo Tunics
item plural name,56:Canepa Tunic:item,Canepa Tunics
item plural name,57:Taiyou Tunic:item,Taiyou Tunics
item plural name,58:Neil Tunic:item,Neil Tunics
item plural name,60:Radius Epidermis:item,Radius Epidermis
item plural name,61:Ulna Epidermis:item,Ulna Epidermis
item plural name,62:Humerus Epidermis:item,Humerus Epidermis
item plural name,63:Tibia Epidermis:item,Tibia Epidermis
item plural name,64:Fibula Epidermis:item,Fibula Epidermis
item plural name,65:Femur Epidermis:item,Femur Epidermis
item plural name,67:Colour of Wrath:item,Colors of Wrath
item plural name,68:Colour of Pain:item,Colors of Pain
item plural name,69:Colour of Sadness:item,Colors of Sadness
item plural name,70:Colour of Hatred:item,Colors of Hatred
item plural name,71:Colour of Force:item,Colors of Force
item plural name,72:Colour of Defeat:item,Colors of Defeat
item plural name,73:Colour of Neglect:item,Colors of Neglect
item plural name,74:The Eighth Colour:item,Eighth Colors
item plural name,76:Monday:item,Mondays
item plural name,77:Tuesday:item,Tuesdays
item plural name,78:Wednesday:item,Wednesdays
item plural name,79:Thursday:item,Thursdays
item plural name,80:Friday:item,Fridays
item plural name,81:Saturday:item,Saturdays
item plural name,82:Sunday:item,Sundays
item plural name,83:Secret day:item,Secret days
item plural name,85:Inspiration:item,Inspirations
item plural name,86:Expiration:item,Expirations
item plural name,87:Eye:item,Eyes
item plural name,89:Leo-card:item,Leo Cards
item plural name,90:Cancer-card:item,Cancer Cards
item plural name,91:Pisces-card:item,Pisces Cards
item plural name,92:Aquarius-card:item,Aquarius Cards
item plural name,93:Sagittarius-card:item,Sagittarius Cards
item plural name,94:Aries-card:item,Aries Cards
item plural name,96:Grand Finale:item,Grand Finales
item plural name,97:Grand Diagonal:item,Grand Diagonals
item plural name,98:Grand Spectral:item,Grand Spectrals
item plural name,99:Grand Brachial:item,Grand Brachials
item plural name,100:Grand Chocolatier:item,Grand Chocolatiers
item plural name,102:The Up Children Down:item,The Worm Children
item plural name,103:Bismark:item,Bismark
item plural name,104:The Cardinal Points:item,The Cardinal Points
item plural name,105:Without Title:item,Without Title
item plural name,106:Tales and Legends:item,Tales and Legends
item plural name,107:Book:item,Book
item plural name,108:Explanations:item,Explanations
item plural name,109:Written by E.S.:item,Written by E.S.
item plural name,110:Page 33:item,Page 33
item plural name,111:Photo of You:item,Photos of You
item plural name,112:Photo of Zacharie:item,Photos of Zacharie
item plural name,113:Necktie:item,Neckties
item plural name,114:Acces Card:item,Access Cards
item plural name,115:Stamped Note:item,Stamped Notes
